,Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
412,ORDER413,2023-04-13,In Transit,14,378.27,2,RIDER413
413,ORDER414,2023-10-13,Failed,76,484.74,5,RIDER414
414,ORDER415,2023-06-13,In Transit,116,455.36,5,RIDER415
415,ORDER416,2023-10-24,In Transit,111,332.39,1,RIDER416
416,ORDER417,2023-06-13,Delivered,18,495.61,1,RIDER417
417,ORDER418,2023-11-07,Failed,92,285.73,4,RIDER418
418,ORDER419,2023-11-23,In Transit,68,313.13,2,RIDER419
419,ORDER420,2023-05-27,Failed,28,459.53,5,RIDER420
420,ORDER421,2023-11-04,In Transit,120,117.49,2,RIDER421
421,ORDER422,2023-10-28,Failed,119,102.27,2,RIDER422
422,ORDER423,2023-04-18,In Transit,98,253.52,2,RIDER423
423,ORDER424,2023-04-29,In Transit,70,346.19,2,RIDER424
424,ORDER425,2023-03-27,Delivered,37,291.63,3,RIDER425
425,ORDER426,2023-09-25,Delivered,44,164.29,5,RIDER426
426,ORDER427,2023-01-04,In Transit,22,341.38,4,RIDER427
427,ORDER428,2023-05-24,In Transit,82,165.88,4,RIDER428
428,ORDER429,2023-07-19,Failed,52,234.63,1,RIDER429
429,ORDER430,2023-07-29,Failed,55,131.8,2,RIDER430
430,ORDER431,2023-07-05,Failed,63,197.27,2,RIDER431
431,ORDER432,2023-02-21,Delivered,23,437.52,5,RIDER432
432,ORDER433,2023-07-02,In Transit,65,476.63,4,RIDER433
433,ORDER434,2023-03-09,In Transit,37,406.16,5,RIDER434
434,ORDER435,2023-06-15,Failed,40,333.12,5,RIDER435
435,ORDER436,2023-04-04,Failed,96,272.16,5,RIDER436
436,ORDER437,2023-01-03,Delivered,33,133.16,4,RIDER437
437,ORDER438,2023-04-20,In Transit,28,157.07,1,RIDER438
438,ORDER439,2023-01-09,Delivered,103,278.41,1,RIDER439
439,ORDER440,2023-01-22,In Transit,23,155.52,1,RIDER440
440,ORDER441,2023-06-24,Delivered,60,302.48,2,RIDER441
441,ORDER442,2023-04-17,In Transit,24,400.79,4,RIDER442
442,ORDER443,2023-07-27,In Transit,62,400.87,3,RIDER443
443,ORDER444,2023-01-02,Failed,114,63.95,5,RIDER444
444,ORDER445,2023-11-29,In Transit,99,350.21,3,RIDER445
445,ORDER446,2023-06-27,Failed,94,227.91,5,RIDER446
446,ORDER447,2023-02-02,In Transit,67,275.53,2,RIDER447
447,ORDER448,2023-12-27,Failed,14,330.42,1,RIDER448
448,ORDER449,2023-03-18,Failed,10,103.05,4,RIDER449
449,ORDER450,2023-12-08,Failed,113,459.13,2,RIDER450
450,ORDER451,2023-04-15,In Transit,102,414.84,5,RIDER451
451,ORDER452,2023-05-12,Delivered,32,316.14,3,RIDER452
452,ORDER453,2023-05-27,Failed,119,217.11,3,RIDER453
453,ORDER454,2023-05-28,Delivered,57,73.7,4,RIDER454
454,ORDER455,2023-05-11,Delivered,76,326.2,2,RIDER455
455,ORDER456,2023-08-24,Delivered,105,348.31,3,RIDER456
456,ORDER457,2023-08-04,Failed,61,265.97,2,RIDER457
457,ORDER458,2023-08-11,In Transit,49,146.21,4,RIDER458
458,ORDER459,2023-09-03,Delivered,97,387.55,4,RIDER459
459,ORDER460,2023-02-19,In Transit,70,79.64,1,RIDER460
460,ORDER461,2023-12-30,Failed,54,84.5,4,RIDER461
461,ORDER462,2023-01-15,In Transit,83,119.62,1,RIDER462
462,ORDER463,2023-03-28,Failed,83,406.63,4,RIDER463
463,ORDER464,2023-12-25,Delivered,112,456.3,2,RIDER464
464,ORDER465,2023-09-14,Failed,23,258.11,4,RIDER465
465,ORDER466,2023-03-31,In Transit,69,295.02,4,RIDER466
466,ORDER467,2023-04-30,Failed,100,180.54,1,RIDER467
467,ORDER468,2023-01-09,Delivered,93,209.07,2,RIDER468
468,ORDER469,2023-06-16,Delivered,35,333.83,3,RIDER469
469,ORDER470,2023-10-09,Delivered,28,232.35,4,RIDER470
470,ORDER471,2023-04-20,Delivered,118,373.34,3,RIDER471
471,ORDER472,2023-12-02,Failed,36,245.56,1,RIDER472
472,ORDER473,2023-12-01,In Transit,45,384.07,5,RIDER473
473,ORDER474,2023-10-02,Delivered,67,220.2,4,RIDER474
474,ORDER475,2023-01-21,In Transit,97,440.53,5,RIDER475
475,ORDER476,2023-05-24,In Transit,52,299.65,1,RIDER476
476,ORDER477,2023-10-25,In Transit,66,108.55,1,RIDER477
477,ORDER478,2023-08-22,Delivered,61,493.67,3,RIDER478
478,ORDER479,2023-08-26,Delivered,14,113.98,3,RIDER479
479,ORDER480,2023-02-21,In Transit,76,323.03,2,RIDER480
480,ORDER481,2023-08-27,In Transit,38,379.27,2,RIDER481
481,ORDER482,2023-07-08,In Transit,49,440.69,5,RIDER482
482,ORDER483,2023-06-13,Delivered,35,462.35,2,RIDER483
483,ORDER484,2023-07-06,Failed,42,326.45,2,RIDER484
484,ORDER485,2023-06-29,Delivered,37,208.64,3,RIDER485
485,ORDER486,2023-06-27,Failed,43,459.29,3,RIDER486
486,ORDER487,2023-11-23,Failed,16,264.17,1,RIDER487
487,ORDER488,2023-02-25,Delivered,64,197.08,5,RIDER488
488,ORDER489,2023-08-31,Failed,57,277.65,2,RIDER489
489,ORDER490,2023-01-28,Delivered,60,142.12,2,RIDER490
490,ORDER491,2023-09-10,Failed,29,325.86,4,RIDER491
491,ORDER492,2023-09-24,Failed,59,248.67,2,RIDER492
492,ORDER493,2023-04-03,Delivered,59,104.22,5,RIDER493
493,ORDER494,2023-02-02,In Transit,10,116.03,2,RIDER494
494,ORDER495,2023-08-07,Delivered,103,388.61,3,RIDER495
495,ORDER496,2023-04-24,Delivered,96,327.92,4,RIDER496
496,ORDER497,2023-08-29,Failed,10,433.81,5,RIDER497
497,ORDER498,2023-05-07,Delivered,46,132.3,1,RIDER498
498,ORDER499,2023-11-22,In Transit,28,315.71,3,RIDER499
499,ORDER500,2023-11-05,Delivered,28,493.91,3,RIDER500
500,ORDER501,2023-08-24,Failed,115,109.65,3,RIDER501
501,ORDER502,2023-10-26,In Transit,83,431.29,5,RIDER502
502,ORDER503,2023-01-30,Delivered,12,250.38,3,RIDER503
503,ORDER504,2023-03-26,Failed,55,178.05,4,RIDER504
504,ORDER505,2023-01-28,Delivered,85,66.65,1,RIDER505
505,ORDER506,2023-09-09,Delivered,108,311.99,2,RIDER506
506,ORDER507,2023-08-30,In Transit,55,78.79,1,RIDER507
507,ORDER508,2023-12-24,In Transit,37,229.74,4,RIDER508
508,ORDER509,2023-11-20,Delivered,51,394.24,4,RIDER509
509,ORDER510,2023-12-24,In Transit,101,135.05,2,RIDER510
510,ORDER511,2023-08-21,Delivered,33,254.87,5,RIDER511
511,ORDER512,2023-10-01,Failed,68,400.52,2,RIDER512
512,ORDER513,2023-05-29,Failed,54,163.12,2,RIDER513
513,ORDER514,2023-01-27,Failed,60,321.42,3,RIDER514
514,ORDER515,2023-03-25,In Transit,14,206.54,4,RIDER515
515,ORDER516,2023-01-21,Delivered,57,93.68,4,RIDER516
516,ORDER517,2023-12-30,In Transit,80,389.44,4,RIDER517
517,ORDER518,2023-09-28,In Transit,117,325.73,4,RIDER518
518,ORDER519,2023-03-15,Failed,20,380.66,3,RIDER519
519,ORDER520,2023-03-05,In Transit,38,94.99,2,RIDER520
520,ORDER521,2023-06-25,Failed,37,216.32,2,RIDER521
521,ORDER522,2023-07-26,In Transit,84,493.32,4,RIDER522
522,ORDER523,2023-08-18,Failed,16,449.62,3,RIDER523
523,ORDER524,2023-12-04,Delivered,33,276.92,5,RIDER524
524,ORDER525,2023-12-20,Failed,19,271.7,2,RIDER525
525,ORDER526,2023-11-07,In Transit,27,236.64,1,RIDER526
526,ORDER527,2023-10-19,In Transit,55,468.71,1,RIDER527
527,ORDER528,2023-02-09,Failed,99,79.68,3,RIDER528
528,ORDER529,2023-12-26,Failed,54,146.38,4,RIDER529
529,ORDER530,2023-09-12,In Transit,108,105.8,5,RIDER530
530,ORDER531,2023-02-02,In Transit,59,276.14,2,RIDER531
531,ORDER532,2023-02-08,Delivered,18,331.63,4,RIDER532
532,ORDER533,2023-05-22,Failed,11,359.15,4,RIDER533
533,ORDER534,2023-09-11,Delivered,98,407.88,5,RIDER534
534,ORDER535,2023-10-05,Delivered,56,250.03,4,RIDER535
535,ORDER536,2023-01-14,Delivered,40,488.46,2,RIDER536
536,ORDER537,2023-09-28,Delivered,31,422.38,3,RIDER537
537,ORDER538,2023-01-29,In Transit,84,94.14,5,RIDER538
538,ORDER539,2023-07-14,In Transit,111,380.84,5,RIDER539
539,ORDER540,2023-04-06,Delivered,38,228.62,3,RIDER540
540,ORDER541,2023-08-08,Failed,59,320.02,3,RIDER541
541,ORDER542,2023-02-21,In Transit,21,329.79,5,RIDER542
542,ORDER543,2023-08-24,In Transit,106,221.01,2,RIDER543
543,ORDER544,2023-08-27,Failed,114,269.65,5,RIDER544
544,ORDER545,2023-04-22,Delivered,94,310.14,3,RIDER545
545,ORDER546,2023-04-21,In Transit,48,306.63,4,RIDER546
546,ORDER547,2023-05-23,Failed,71,65.07,3,RIDER547
547,ORDER548,2023-09-04,In Transit,35,462.46,2,RIDER548
548,ORDER549,2023-02-21,In Transit,118,93.85,5,RIDER549
549,ORDER550,2023-03-17,Failed,105,165.62,4,RIDER550
550,ORDER551,2023-01-24,In Transit,117,59.22,3,RIDER551
551,ORDER552,2023-03-30,Failed,79,452.19,1,RIDER552
552,ORDER553,2023-01-22,In Transit,94,276.21,5,RIDER553
553,ORDER554,2023-11-03,Failed,68,271.16,4,RIDER554
554,ORDER555,2023-09-30,Delivered,46,237.13,3,RIDER555
555,ORDER556,2023-05-30,Delivered,16,127.79,4,RIDER556
556,ORDER557,2023-08-18,Failed,71,187.92,2,RIDER557
557,ORDER558,2023-09-14,Delivered,116,395.53,1,RIDER558
558,ORDER559,2023-10-15,In Transit,43,61.89,5,RIDER559
559,ORDER560,2023-03-07,In Transit,96,330.91,4,RIDER560
560,ORDER561,2023-10-22,Delivered,120,116.35,2,RIDER561
561,ORDER562,2023-02-20,In Transit,16,247.23,1,RIDER562
562,ORDER563,2023-03-09,Delivered,75,423.18,5,RIDER563
563,ORDER564,2023-08-24,In Transit,111,150.29,3,RIDER564
564,ORDER565,2023-09-08,Delivered,10,192.92,1,RIDER565
565,ORDER566,2023-11-21,Delivered,60,400.36,4,RIDER566
566,ORDER567,2023-05-14,In Transit,53,221.89,2,RIDER567
567,ORDER568,2023-06-06,In Transit,62,384.32,3,RIDER568
568,ORDER569,2023-12-17,Delivered,34,395.39,5,RIDER569
569,ORDER570,2023-01-29,Failed,75,272.82,3,RIDER570
570,ORDER571,2023-12-09,Failed,88,391.98,5,RIDER571
571,ORDER572,2023-04-02,Delivered,63,489.79,4,RIDER572
572,ORDER573,2023-06-12,Failed,15,148.66,2,RIDER573
573,ORDER574,2023-12-12,Delivered,44,85.95,4,RIDER574
574,ORDER575,2023-03-18,Delivered,62,115.15,4,RIDER575
575,ORDER576,2023-03-05,Delivered,81,161.86,1,RIDER576
576,ORDER577,2023-10-21,In Transit,103,244.52,3,RIDER577
577,ORDER578,2023-07-19,Failed,84,360.35,3,RIDER578
578,ORDER579,2023-08-20,In Transit,94,316.74,4,RIDER579
579,ORDER580,2023-08-14,Delivered,12,142.82,4,RIDER580
580,ORDER581,2023-04-06,Failed,43,274.87,2,RIDER581
581,ORDER582,2023-07-27,Delivered,94,480.07,1,RIDER582
582,ORDER583,2023-04-25,Failed,89,234.2,1,RIDER583
583,ORDER584,2023-11-02,In Transit,106,337.12,3,RIDER584
584,ORDER585,2023-05-01,Failed,90,333.26,5,RIDER585
585,ORDER586,2023-01-26,Delivered,49,327.26,1,RIDER586
586,ORDER587,2023-01-31,Delivered,94,89.85,1,RIDER587
587,ORDER588,2023-08-19,Failed,70,97.05,3,RIDER588
588,ORDER589,2023-03-14,In Transit,33,202.17,5,RIDER589
589,ORDER590,2023-09-09,In Transit,99,211.75,3,RIDER590
590,ORDER591,2023-08-21,Failed,66,455.39,1,RIDER591
591,ORDER592,2023-03-01,Failed,58,278.28,5,RIDER592
592,ORDER593,2023-02-21,Failed,44,179.14,1,RIDER593
593,ORDER594,2023-09-27,In Transit,81,236.92,4,RIDER594
594,ORDER595,2023-01-10,Failed,15,94.76,4,RIDER595
595,ORDER596,2023-04-20,Delivered,35,105.29,5,RIDER596
596,ORDER597,2023-03-01,Delivered,111,222.48,2,RIDER597
597,ORDER598,2023-11-16,Delivered,15,295.11,1,RIDER598
598,ORDER599,2023-10-27,Delivered,54,318.34,2,RIDER599
599,ORDER600,2023-10-26,In Transit,15,183.6,3,RIDER600
600,ORDER601,2023-10-07,Failed,102,285.76,3,RIDER601
601,ORDER602,2023-06-19,Delivered,64,310.72,4,RIDER602
602,ORDER603,2023-04-25,In Transit,16,177.02,3,RIDER603
603,ORDER604,2023-12-18,In Transit,48,66.21,5,RIDER604
604,ORDER605,2023-08-09,Delivered,50,418.96,1,RIDER605
605,ORDER606,2023-06-03,Delivered,120,82.06,4,RIDER606
606,ORDER607,2023-11-27,Delivered,99,414.09,2,RIDER607
607,ORDER608,2023-07-25,Failed,108,387.98,1,RIDER608
608,ORDER609,2023-01-10,Delivered,41,305.61,2,RIDER609
609,ORDER610,2023-08-14,Delivered,20,477.71,3,RIDER610
610,ORDER611,2023-11-17,In Transit,101,356.9,4,RIDER611
611,ORDER612,2023-06-06,Failed,98,439.19,4,RIDER612
612,ORDER613,2023-09-15,Delivered,21,225.63,5,RIDER613
613,ORDER614,2023-04-21,Failed,14,446.77,1,RIDER614
614,ORDER615,2023-10-31,Failed,87,288.07,4,RIDER615
615,ORDER616,2023-04-07,Delivered,29,211.45,1,RIDER616
616,ORDER617,2023-04-15,Failed,119,442.46,3,RIDER617
617,ORDER618,2023-04-16,Delivered,66,397.18,3,RIDER618
618,ORDER619,2023-11-20,Failed,69,211.45,2,RIDER619
619,ORDER620,2023-10-07,Delivered,84,331.04,4,RIDER620
620,ORDER621,2023-07-26,Failed,95,349.42,5,RIDER621
621,ORDER622,2023-06-07,Delivered,37,405.48,4,RIDER622
622,ORDER623,2023-03-31,In Transit,35,475.35,2,RIDER623
623,ORDER624,2023-02-23,In Transit,30,445.22,3,RIDER624
624,ORDER625,2023-01-18,In Transit,52,338.55,2,RIDER625
625,ORDER626,2023-03-09,In Transit,43,107.57,1,RIDER626
626,ORDER627,2023-09-30,Failed,120,116.33,5,RIDER627
627,ORDER628,2023-06-11,Delivered,109,133.43,4,RIDER628
628,ORDER629,2023-12-10,Delivered,88,215.61,5,RIDER629
629,ORDER630,2023-07-31,Failed,84,404.24,3,RIDER630
630,ORDER631,2023-06-28,Failed,60,213.67,5,RIDER631
631,ORDER632,2023-07-28,Failed,82,209.46,5,RIDER632
632,ORDER633,2023-06-26,Delivered,103,468.13,2,RIDER633
633,ORDER634,2023-05-14,Failed,12,417.21,4,RIDER634
634,ORDER635,2023-04-29,Failed,51,126.61,3,RIDER635
635,ORDER636,2023-05-07,Delivered,38,146.84,1,RIDER636
636,ORDER637,2023-10-08,Delivered,26,298.54,4,RIDER637
637,ORDER638,2023-04-27,Failed,54,135.77,4,RIDER638
638,ORDER639,2023-03-30,Delivered,87,469.47,3,RIDER639
639,ORDER640,2023-01-25,In Transit,83,493.66,4,RIDER640
640,ORDER641,2023-08-26,In Transit,89,246.93,1,RIDER641
641,ORDER642,2023-05-03,Failed,102,91.05,1,RIDER642
642,ORDER643,2023-04-05,Delivered,88,340.51,4,RIDER643
643,ORDER644,2023-06-07,Delivered,64,472.2,4,RIDER644
644,ORDER645,2023-02-18,Delivered,104,160.89,2,RIDER645
645,ORDER646,2023-08-09,Delivered,82,227.6,5,RIDER646
646,ORDER647,2023-05-15,In Transit,91,231.99,1,RIDER647
647,ORDER648,2023-02-10,Failed,20,297.18,2,RIDER648
648,ORDER649,2023-07-09,Failed,54,464.01,1,RIDER649
649,ORDER650,2023-07-30,In Transit,110,249.15,1,RIDER650
650,ORDER651,2023-04-06,Failed,112,480.52,5,RIDER651
651,ORDER652,2023-03-15,In Transit,72,87.06,4,RIDER652
652,ORDER653,2023-03-12,Delivered,26,479.17,3,RIDER653
653,ORDER654,2023-04-28,Failed,75,335.47,2,RIDER654
654,ORDER655,2023-09-06,In Transit,45,65.94,1,RIDER655
655,ORDER656,2023-04-14,Failed,98,270.59,4,RIDER656
656,ORDER657,2023-08-14,Failed,28,425.92,4,RIDER657
657,ORDER658,2023-03-14,In Transit,42,144.44,2,RIDER658
658,ORDER659,2023-05-26,Delivered,110,400.84,3,RIDER659
659,ORDER660,2023-03-24,In Transit,48,142.31,2,RIDER660
660,ORDER661,2023-10-01,Delivered,106,282.53,3,RIDER661
661,ORDER662,2023-06-12,Delivered,91,379.16,2,RIDER662
662,ORDER663,2023-07-06,Failed,47,146.37,5,RIDER663
663,ORDER664,2023-03-08,In Transit,36,170.43,5,RIDER664
664,ORDER665,2023-02-04,Failed,88,381.74,2,RIDER665
665,ORDER666,2023-06-22,Delivered,50,439.38,4,RIDER666
666,ORDER667,2023-04-06,Delivered,36,71.25,2,RIDER667
667,ORDER668,2023-04-21,Delivered,55,88.58,4,RIDER668
668,ORDER669,2023-12-20,Delivered,16,376.29,2,RIDER669
669,ORDER670,2023-07-11,Failed,12,235.01,2,RIDER670
670,ORDER671,2023-11-25,Delivered,58,434.47,4,RIDER671
671,ORDER672,2023-03-20,Delivered,62,393.61,5,RIDER672
672,ORDER673,2023-03-19,Delivered,54,300.12,1,RIDER673
673,ORDER674,2023-03-07,Failed,108,489.56,4,RIDER674
674,ORDER675,2023-04-22,Delivered,35,320.85,1,RIDER675
675,ORDER676,2023-01-24,Delivered,91,129.76,1,RIDER676
676,ORDER677,2023-10-23,Delivered,68,431.3,4,RIDER677
677,ORDER678,2023-12-09,In Transit,88,332.25,2,RIDER678
678,ORDER679,2023-11-03,In Transit,68,321.28,4,RIDER679
679,ORDER680,2023-04-20,Delivered,27,367.12,1,RIDER680
680,ORDER681,2023-07-25,In Transit,35,140.76,5,RIDER681
681,ORDER682,2023-07-26,Delivered,93,120.29,5,RIDER682
682,ORDER683,2023-07-24,Failed,76,186.92,5,RIDER683
683,ORDER684,2023-05-12,Delivered,39,316.47,2,RIDER684
684,ORDER685,2023-12-09,In Transit,61,50.51,2,RIDER685
685,ORDER686,2023-02-26,Failed,61,335.89,2,RIDER686
686,ORDER687,2023-12-22,In Transit,54,226.52,2,RIDER687
687,ORDER688,2023-06-18,In Transit,111,201.38,5,RIDER688
688,ORDER689,2023-03-20,In Transit,81,380.58,4,RIDER689
689,ORDER690,2023-01-17,Failed,42,477.82,2,RIDER690
690,ORDER691,2023-09-14,Delivered,111,100.3,2,RIDER691
691,ORDER692,2023-06-20,Failed,115,399.33,2,RIDER692
692,ORDER693,2023-11-16,Delivered,111,213.49,3,RIDER693
693,ORDER694,2023-07-28,Delivered,88,258.92,4,RIDER694
694,ORDER695,2023-04-14,Failed,103,222.07,3,RIDER695
695,ORDER696,2023-11-10,Delivered,37,473.12,5,RIDER696
696,ORDER697,2023-12-18,In Transit,35,290.84,1,RIDER697
697,ORDER698,2023-08-10,In Transit,103,216.65,2,RIDER698
698,ORDER699,2023-11-22,In Transit,79,447.9,1,RIDER699
699,ORDER700,2023-07-01,In Transit,104,439.85,5,RIDER700
700,ORDER701,2023-04-29,In Transit,10,69.71,3,RIDER701
701,ORDER702,2023-06-24,In Transit,108,486.26,5,RIDER702
702,ORDER703,2023-02-04,Delivered,11,96.25,1,RIDER703
703,ORDER704,2023-08-27,In Transit,28,57.06,2,RIDER704
704,ORDER705,2023-10-13,Delivered,103,50.01,3,RIDER705
705,ORDER706,2023-12-11,In Transit,92,328.82,5,RIDER706
706,ORDER707,2023-06-10,In Transit,75,383.94,3,RIDER707
707,ORDER708,2023-05-19,Failed,97,343.37,4,RIDER708
708,ORDER709,2023-05-23,Delivered,25,472.55,4,RIDER709
709,ORDER710,2023-06-23,In Transit,48,280.56,1,RIDER710
710,ORDER711,2023-04-28,In Transit,96,266.02,2,RIDER711
711,ORDER712,2023-01-06,Failed,76,251.03,4,RIDER712
712,ORDER713,2023-08-27,Failed,58,223.59,3,RIDER713
713,ORDER714,2023-07-10,Failed,86,468.94,1,RIDER714
714,ORDER715,2023-01-26,Delivered,90,141.51,5,RIDER715
715,ORDER716,2023-04-23,Failed,37,274.15,5,RIDER716
716,ORDER717,2023-05-03,In Transit,61,121.38,2,RIDER717
717,ORDER718,2023-03-04,In Transit,33,57.36,1,RIDER718
718,ORDER719,2023-05-04,In Transit,94,224.28,1,RIDER719
719,ORDER720,2023-05-04,Failed,95,329.75,3,RIDER720
720,ORDER721,2023-06-21,In Transit,118,130.97,3,RIDER721
721,ORDER722,2023-03-19,In Transit,115,51.36,4,RIDER722
722,ORDER723,2023-01-15,Delivered,23,189.61,5,RIDER723
723,ORDER724,2023-11-16,Failed,107,404.46,3,RIDER724
724,ORDER725,2023-09-11,Failed,116,345.75,4,RIDER725
725,ORDER726,2023-01-27,Failed,31,403.46,4,RIDER726
726,ORDER727,2023-02-20,In Transit,38,353.21,3,RIDER727
727,ORDER728,2023-01-14,In Transit,62,239.77,3,RIDER728
728,ORDER729,2023-04-19,Delivered,105,465.28,2,RIDER729
729,ORDER730,2023-07-19,In Transit,10,145.35,4,RIDER730
730,ORDER731,2023-02-08,Delivered,28,410.37,2,RIDER731
731,ORDER732,2023-03-01,Failed,59,331.43,5,RIDER732
732,ORDER733,2023-11-24,Delivered,84,395.71,5,RIDER733
733,ORDER734,2023-05-27,In Transit,37,263.54,5,RIDER734
734,ORDER735,2023-11-30,In Transit,92,103.35,1,RIDER735
735,ORDER736,2023-07-25,Delivered,28,119.12,5,RIDER736
736,ORDER737,2023-03-20,Delivered,25,470.72,1,RIDER737
737,ORDER738,2023-11-13,In Transit,48,333.45,4,RIDER738
738,ORDER739,2023-05-26,Failed,55,193.25,1,RIDER739
739,ORDER740,2023-10-15,Failed,22,453.54,2,RIDER740
740,ORDER741,2023-12-31,Delivered,119,402.45,4,RIDER741
741,ORDER742,2023-11-13,Failed,90,333.49,5,RIDER742
742,ORDER743,2023-09-13,Failed,115,378.22,2,RIDER743
743,ORDER744,2023-02-17,Failed,120,155.76,1,RIDER744
744,ORDER745,2023-04-15,Delivered,27,484.24,1,RIDER745
745,ORDER746,2023-04-23,In Transit,70,237.21,4,RIDER746
746,ORDER747,2023-12-13,Failed,66,349.05,2,RIDER747
747,ORDER748,2023-09-05,Delivered,55,237.51,2,RIDER748
748,ORDER749,2023-08-29,In Transit,87,322.08,2,RIDER749
749,ORDER750,2023-11-25,Delivered,52,285.64,2,RIDER750
750,ORDER751,2023-10-19,Delivered,72,273.67,4,RIDER751
751,ORDER752,2023-12-10,Failed,104,278.81,2,RIDER752
752,ORDER753,2023-02-19,Failed,108,284.32,2,RIDER753
753,ORDER754,2023-04-11,Failed,19,333.63,5,RIDER754
754,ORDER755,2023-11-29,In Transit,37,328.31,3,RIDER755
755,ORDER756,2023-01-19,In Transit,66,277.91,4,RIDER756
756,ORDER757,2023-11-11,Delivered,100,272.13,4,RIDER757
757,ORDER758,2023-02-10,In Transit,120,91.38,4,RIDER758
758,ORDER759,2023-03-24,Failed,54,56.4,3,RIDER759
759,ORDER760,2023-06-01,Delivered,95,236.15,4,RIDER760
760,ORDER761,2023-07-04,In Transit,109,228.03,5,RIDER761
761,ORDER762,2023-12-24,In Transit,13,306.33,3,RIDER762
762,ORDER763,2023-09-23,In Transit,52,169.81,2,RIDER763
763,ORDER764,2023-02-19,Delivered,57,76.98,3,RIDER764
764,ORDER765,2023-03-22,Failed,62,376.5,1,RIDER765
765,ORDER766,2023-04-27,Delivered,90,272.79,3,RIDER766
766,ORDER767,2023-08-23,In Transit,54,222.84,4,RIDER767
767,ORDER768,2023-03-08,In Transit,115,395.45,4,RIDER768
768,ORDER769,2023-10-19,Failed,91,273.97,3,RIDER769
769,ORDER770,2023-01-12,In Transit,55,488.07,1,RIDER770
770,ORDER771,2023-06-02,Delivered,49,387.88,4,RIDER771
771,ORDER772,2023-10-14,In Transit,86,455.42,3,RIDER772
772,ORDER773,2023-04-02,Failed,96,352.07,2,RIDER773
773,ORDER774,2023-01-14,Failed,19,464.56,2,RIDER774
774,ORDER775,2023-03-28,Failed,20,266.39,3,RIDER775
775,ORDER776,2023-12-20,Failed,75,236.75,4,RIDER776
776,ORDER777,2023-01-01,Failed,72,423.06,3,RIDER777
777,ORDER778,2023-03-31,Delivered,91,302.73,1,RIDER778
778,ORDER779,2023-02-16,In Transit,28,353.95,2,RIDER779
779,ORDER780,2023-12-15,Failed,67,222.84,5,RIDER780
780,ORDER781,2023-08-10,Delivered,45,399.2,4,RIDER781
781,ORDER782,2023-11-30,Failed,15,98.25,1,RIDER782
782,ORDER783,2023-02-11,Failed,20,341.09,1,RIDER783
783,ORDER784,2023-05-07,Failed,106,255.3,4,RIDER784
784,ORDER785,2023-04-24,In Transit,94,259.99,5,RIDER785
785,ORDER786,2023-04-08,In Transit,42,77.29,5,RIDER786
786,ORDER787,2023-07-21,Failed,106,422.42,5,RIDER787
787,ORDER788,2023-05-13,In Transit,110,76.08,1,RIDER788
788,ORDER789,2023-04-13,Failed,89,351.67,4,RIDER789
789,ORDER790,2023-03-15,Delivered,24,329.16,1,RIDER790
790,ORDER791,2023-11-18,In Transit,74,420.49,4,RIDER791
791,ORDER792,2023-11-05,In Transit,53,401.55,4,RIDER792
792,ORDER793,2023-08-14,Delivered,52,181.48,3,RIDER793
793,ORDER794,2023-08-07,In Transit,105,227.29,3,RIDER794
794,ORDER795,2023-07-16,Delivered,16,325.83,2,RIDER795
795,ORDER796,2023-09-07,Delivered,49,332.86,1,RIDER796
796,ORDER797,2023-09-14,Failed,109,353.38,4,RIDER797
797,ORDER798,2023-02-01,In Transit,32,314.23,2,RIDER798
798,ORDER799,2023-11-03,Delivered,58,330.65,3,RIDER799
799,ORDER800,2023-09-04,Delivered,95,246.84,2,RIDER800
800,ORDER801,2023-09-03,Failed,44,289.63,4,RIDER801
801,ORDER802,2023-12-25,In Transit,113,232.39,4,RIDER802
802,ORDER803,2023-05-15,Delivered,102,121.57,3,RIDER803
803,ORDER804,2023-07-27,Failed,23,404.56,2,RIDER804
804,ORDER805,2023-08-22,Failed,67,405.55,1,RIDER805
805,ORDER806,2023-06-09,Delivered,35,348.43,1,RIDER806
806,ORDER807,2023-02-17,Delivered,112,305.9,5,RIDER807
807,ORDER808,2023-07-23,In Transit,22,145.29,1,RIDER808
808,ORDER809,2023-01-25,Failed,27,345.0,4,RIDER809
809,ORDER810,2023-03-16,Failed,17,337.89,3,RIDER810
810,ORDER811,2023-12-04,Delivered,107,302.78,2,RIDER811
811,ORDER812,2023-04-04,In Transit,40,196.65,4,RIDER812
812,ORDER813,2023-11-30,Failed,17,231.38,1,RIDER813
813,ORDER814,2023-08-16,Failed,88,81.53,5,RIDER814
814,ORDER815,2023-09-30,Delivered,111,83.24,4,RIDER815
815,ORDER816,2023-12-14,In Transit,102,72.21,3,RIDER816
816,ORDER817,2023-02-04,In Transit,114,345.83,5,RIDER817
817,ORDER818,2023-11-03,Delivered,16,101.04,2,RIDER818
